id_abt,id_buy,label,pred_label_rule,name_abt,name_buy,pred_label_llm,raw_response,category
35010,208117938,1,1,LG 30' White Freestanding Gas Range - LRG30357WH,LG 5.0 cu.ft. Freestanding Gas Range,0,NO_MATCH,rule_right_llm_wrong
32022,204363358,1,1,Sony Bluetooth Adaptor/Portable Transmitter - TMRBT10,SONY STEREO BLUETOOTH HEADSET *NIC* - TMRBT10/TMRBT10A,0,NO_MATCH,rule_right_llm_wrong
36299,208342524,1,1,Griffin Black iPhone 3G Wave Case - 8227IP2WVB,Griffin Protective Wave Case for Smart Phone - 8227-IP2WVB,0,NO_MATCH,rule_right_llm_wrong
36083,206362623,1,1,Canon Deluxe Grey Leather Case - 2349B001,Canon PSC-1000 Semi-Hard Leather Case - 2349B001,0,NO_MATCH,rule_right_llm_wrong
38399,210479062,1,1,Canon 2GB SD Secure Digital Card - 3505B001,Simpletech 2GB SD Card - 3505B001AA,0,NO_MATCH,rule_right_llm_wrong
30533,205729817,1,1,Apple 1GB Silver iPod Shuffle - MB225LLA,Apple iPod Shuffle 1GB MP3 Player - MB226LL/A,0,NO_MATCH,rule_right_llm_wrong
36097,208131008,1,1,Canon Deluxe Black Digital Camera Case - 2595B002,Canon PSC-85 Soft Camera Case - 2595B002,0,NO_MATCH,rule_right_llm_wrong
30594,204939361,1,1,Audiovox Commander MT XM Satellite Radio Receiver - XMRVRFM002,Audiovox Satellite Radio Tuner,0,NO_MATCH,rule_right_llm_wrong
17417,90120953,1,1,Sanus 13' - 30' VisionMount Flat Panel TV Silver Wall Mount - VMFS,Sanus Flat Panel TV Wall Mount - VMF,0,NO_MATCH,rule_right_llm_wrong
17220,90141074,1,1,Panasonic 5-Pack DVD-RAM Discs - LMAF120LU5,Panasonic 3x DVD-RAM Media,0,NO_MATCH,rule_right_llm_wrong
35231,208114686,1,1,LG LMX25981ST 24.7 Cu. Ft. Capacity Stainless Steel French Door Refrigerator - LMX25981SS,LG 25 Cu.Ft. Total Capacity 4 Door Refrigerator,0,NO_MATCH,rule_right_llm_wrong
29866,205664973,1,1,LG WM2455HG 4.2 Cu Ft Pearl Gray Front Load Washer - WM2455G,LG 4.0 cu. ft. Capacity Front Load Washer w/ Sanitary cycle,0,NO_MATCH,rule_right_llm_wrong
34476,206888012,1,1,Weber Premium Black Grill Cover - 7550,Weber Premium Cover for Genesis Sivler A Grills & Spirit E-200 Series,0,NO_MATCH,rule_right_llm_wrong
33726,207993409,1,1,Boston Acoustics Solo AM/FM Large Display Clock Radio - HSOLOMDNT,Boston Acoustics Horizon Solo AM/FM Radio - HSOLOMNDT,0,NO_MATCH,rule_right_llm_wrong
26563,202125720,1,1,Sony Digital Photo Printer Paper 120 Pack - SVMF120P,Sony Ribbon and Paper with Snap-Off Edges For DPP-FP50 Digital Photo Printer - SVMF120P,0,NO_MATCH,rule_right_llm_wrong
35011,208117936,1,1,LG 30' Black Freestanding Gas Range - LRG30357BK,LG 5.0 cu.ft. Freestanding Gas Range,0,NO_MATCH,rule_right_llm_wrong
33219,205562000,1,1,Peerless 32' - 50' Articulating Flat Panel TV Black Wall Arm - SA750PU,Peerless SmartMount 700 Series Articulating Wall Arm,0,NO_MATCH,rule_right_llm_wrong
25749,202827715,1,1,Sanus 15' - 40' VisionMount Flat Panel TV Black Wall Mount - MT25B1,Sanus VisionMount Tilting Flat Panel TV Wall Mount - MT25-B1,0,NO_MATCH,rule_right_llm_wrong
38480,204647332,1,1,iRobot Robotic Floor Washer - 74249,iRobot Roomba Scooba Robot Floor Washer,0,NO_MATCH,rule_right_llm_wrong
29865,205664972,1,1,LG WM2233W 4.0 Cu Ft White Front Load Washer - WM2233WH,LG 3.8 Cu. Ft. 7-Cycle Extra-Large Capacity Washer - White,0,NO_MATCH,rule_right_llm_wrong
36789,208154854,1,1,Brenthaven Sling I Titanium Laptop Carrying Bag For 13' MacBook - TR653ZMA,SLING I LAPTOP CASE - 18 INCH - 4.5 INCH - 13 INCH - 2211,0,NO_MATCH,rule_right_llm_wrong
36084,205664938,1,1,Canon Deluxe Burgundy Leather Case - 2350B001,Canon PSC-1000 Semi-Hard Leather Case - 2350B001,0,NO_MATCH,rule_right_llm_wrong
32877,204297424,1,1,Garmin Nuvi Portable Friction Mount - 0101090800,Garmin Portable Friction Mount,0,NO_MATCH,rule_right_llm_wrong
27091,203136113,1,1,LG TROMM WM2688HNM 4.2 Cu. Ft. Navy Blue Front Load Allergiene SteamWasher - WM2688HNBL,LG Navy Blue SteamWasher 27',0,NO_MATCH,rule_right_llm_wrong
38388,210399777,1,1,Canon Digital EOS Rebel XS Starter Kit - 9320A010,Canon Rebel XSi/XS Starter Kit - 9320A009,0,NO_MATCH,rule_right_llm_wrong
10102,90106210,1,1,Omnimount Wall Speaker Mount - 20WLWH,OmniMount Stainless Steel Speaker Mount - 20.0 WALL-W,0,NO_MATCH,rule_right_llm_wrong
29612,205106045,1,1,Sharp Over The Counter White Microwave Oven - R1211WH,Sharp 1100 Watt Over the Counter Microwave,0,NO_MATCH,rule_right_llm_wrong
19631,202812646,1,1,Bose Second Zone Remote - PMC2,Bose PMCII Remote Control,0,NO_MATCH,rule_right_llm_wrong
34848,208117930,1,1,LG Stainless Steel Freestanding Electric Range - LRE30453SS,LG 5.6 cu.ft. Freestanding Electric Range,0,NO_MATCH,rule_right_llm_wrong
33601,204558176,1,1,TomTom GPS Mount And USB Car Charger - 9S00006,TOMTOM ONE XL Additional Mount Kit - 9S00.006,0,NO_MATCH,rule_right_llm_wrong
25813,202973389,1,1,Tech Craft Avalon Series TV Stand - Black Finish - ABS32,Techcraft Veneto Series ABS32 TV Stand,0,NO_MATCH,rule_right_llm_wrong
38781,207920831,1,1,Griffin Black TuneBuds Mobile For iPod And iPhone - 9410TUNBMBLB,Griffin TuneBuds Stereo Earset - 9410-TUNBMBLB,0,NO_MATCH,rule_right_llm_wrong
32395,206745972,1,1,LG WM3988HWA 4.2 Cu Ft White Full Size SteamWasher And Dryer Combo - WM3988WH,Full Size Steam Washer and Dryer Combination with Allergiene Cycle,0,NO_MATCH,rule_right_llm_wrong
13701,90108521,1,1,Sanus Euro Foundations Satellite Speaker Stand - EFSATS,Sanus Euro Foundation Series III Speaker Stand - EFSATSIII,0,NO_MATCH,rule_right_llm_wrong
28148,203131413,1,1,LG WM3431W All-In-One White Washer And Dryer Combo - WM3431WH,LG Electronics 24' Washer/Dryer Combo: White,0,NO_MATCH,rule_right_llm_wrong
36169,205691190,1,1,Sony Bud Style Headphones In Black - MDREX85LPBLK,Sony MDREX81LP Comfort Fit Ear Hanger Headphones- Choose Color (Black),0,NO_MATCH,rule_right_llm_wrong
34926,208117932,1,1,LG Black Freestanding Electric Range - LRE30757BK,LG 5.6 cu.ft. Freestanding Electric Range,0,NO_MATCH,rule_right_llm_wrong
